Run,Execution Time (s),Avg CPU (%),Max CPU (%),Avg Memory (MB),Max Memory (MB)
1,1.0015,2.0000,2.0000,26.0000,26.0000
2,1.0057,2.0000,2.0000,26.1250,26.1250
3,1.0015,3.0000,3.0000,26.1250,26.1250
4,1.0058,4.0000,4.0000,26.1250,26.1250
5,1.0028,2.0000,2.0000,26.1250,26.1250
6,1.0061,2.0000,2.0000,26.1250,26.1250
7,1.0078,3.0000,3.0000,26.1250,26.1250
8,1.0106,4.0000,4.0000,26.1250,26.1250
9,1.0042,2.0000,2.0000,26.1250,26.1250
10,1.0030,3.0000,3.0000,26.1250,26.1250
