Run,Execution Time (s),Avg CPU (%),Max CPU (%),Avg Memory (MB),Max Memory (MB)
1,1.0029,1.0000,1.0000,20.3750,20.3750
2,1.0033,1.0000,1.0000,20.5000,20.5000
3,1.0015,0.0000,0.0000,20.5000,20.5000
4,1.0039,1.0000,1.0000,20.5000,20.5000
5,1.0025,0.0000,0.0000,20.5000,20.5000
6,1.0010,1.0000,1.0000,20.5000,20.5000
7,1.0005,1.0000,1.0000,20.5000,20.5000
8,1.0008,1.0000,1.0000,20.5000,20.5000
9,1.0016,0.0000,0.0000,20.5000,20.5000
10,1.0008,0.0000,0.0000,20.5000,20.5000
