Run,Execution Time (s),Avg CPU (%),Max CPU (%),Avg Memory (MB),Max Memory (MB)
1,1.0043,6.0000,6.0000,22.0000,22.0000
2,1.0016,7.0000,7.0000,22.0000,22.0000
3,1.0450,4.0000,4.0000,22.0000,22.0000
4,1.0051,7.0000,7.0000,22.0000,22.0000
5,1.0033,13.0000,13.0000,22.0000,22.0000
6,1.0066,7.0000,7.0000,22.0000,22.0000
7,1.0059,8.0000,8.0000,22.0000,22.0000
8,1.0015,9.0000,9.0000,22.0000,22.0000
9,1.0003,7.0000,7.0000,22.0000,22.0000
10,1.0015,6.0000,6.0000,22.0000,22.0000
