Run,Execution Time (s),Avg CPU (%),Max CPU (%),Avg Memory (MB),Max Memory (MB)
1,1.0012,7.0000,7.0000,25.4570,25.4570
2,1.0008,0.0000,0.0000,25.4570,25.4570
3,1.0005,1.0000,1.0000,25.4570,25.4570
4,1.0013,1.0000,1.0000,25.4570,25.4570
5,1.0008,1.0000,1.0000,25.4570,25.4570
6,1.0010,1.0000,1.0000,25.4570,25.4570
7,1.0008,2.0000,2.0000,25.4570,25.4570
8,1.0006,0.0000,0.0000,25.4570,25.4570
9,1.0021,1.0000,1.0000,25.4570,25.4570
10,1.0010,1.0000,1.0000,25.4570,25.4570
