Run,Execution Time (s),Avg CPU (%),Max CPU (%),Avg Memory (MB),Max Memory (MB)
1,1.0053,1.5000,1.5000,18.2969,18.2969
2,1.0053,2.2000,2.2000,18.8594,18.8594
3,1.0043,2.6000,2.6000,19.2344,19.2344
4,1.0028,2.4000,2.4000,19.3750,19.3750
5,1.0052,2.5000,2.5000,19.4688,19.4688
6,1.0008,2.7000,2.7000,19.5312,19.5312
7,1.0043,2.9000,2.9000,19.5781,19.5781
8,1.0037,3.0000,3.0000,19.6250,19.6250
9,1.0021,3.2000,3.2000,19.6562,19.6562
10,1.0011,2.3000,2.3000,19.6562,19.6562
