Run,Execution Time (s),Avg CPU (%),Max CPU (%),Avg Memory (MB),Max Memory (MB)
1,1.0006,6.0000,6.0000,25.6445,25.6445
2,1.0015,0.0000,0.0000,25.6445,25.6445
3,1.0032,1.0000,1.0000,25.6445,25.6445
4,1.0005,1.0000,1.0000,25.6445,25.6445
5,1.0004,2.0000,2.0000,25.6445,25.6445
6,1.0018,1.0000,1.0000,25.6445,25.6445
7,1.0007,1.0000,1.0000,25.6445,25.6445
8,1.0004,1.0000,1.0000,25.6445,25.6445
9,1.0002,1.0000,1.0000,25.6445,25.6445
10,1.0010,2.0000,2.0000,25.6445,25.6445
