Run,Execution Time (s),Avg CPU (%),Max CPU (%),Avg Memory (MB),Max Memory (MB)
1,1.0006,6.0000,6.0000,25.5898,25.5898
2,1.0001,1.0000,1.0000,25.7734,25.7734
3,1.0025,1.0000,1.0000,25.8984,25.8984
4,1.0016,1.0000,1.0000,25.8984,25.8984
5,1.0006,1.0000,1.0000,25.8984,25.8984
6,1.0009,2.0000,2.0000,25.8984,25.8984
7,1.0006,1.0000,1.0000,25.8984,25.8984
8,1.0031,0.0000,0.0000,25.8984,25.8984
9,1.0011,2.0000,2.0000,25.8984,25.8984
10,1.0018,2.0000,2.0000,25.8984,25.8984
